2018-08-27 10:53:04,817 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7e55ee2e: startup date [Mon Aug 27 10:53:04 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2018-08-27 10:53:05,638 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\apache-activemq-5.15.0\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-08-27 10:53:06,430 | INFO  | PListStore:[D:\apache-activemq-5.15.0\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2018-08-27 10:53:06,581 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:DESKTOP-RM27V4P-52083-1535338386440-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-08-27 10:53:06,610 | INFO  | Listening for connections at: tcp://DESKTOP-RM27V4P:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-08-27 10:53:06,615 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 10:53:06,622 | INFO  | Listening for connections at: amqp://DESKTOP-RM27V4P:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-08-27 10:53:06,624 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 10:53:06,632 | INFO  | Listening for connections at: stomp://DESKTOP-RM27V4P:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-08-27 10:53:06,636 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 10:53:06,643 | INFO  | Listening for connections at: mqtt://DESKTOP-RM27V4P:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-08-27 10:53:06,647 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 10:53:06,777 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6281a88e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2018-08-27 10:53:06,865 | INFO  | Listening for connections at ws://DESKTOP-RM27V4P:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2018-08-27 10:53:06,865 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 10:53:06,867 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:DESKTOP-RM27V4P-52083-1535338386440-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-08-27 10:53:06,868 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-08-27 10:53:07,433 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2018-08-27 10:53:07,679 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2018-08-27 10:53:07,682 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2018-08-27 10:53:07,815 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2018-08-27 10:53:08,016 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2018-08-27 10:53:08,449 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2018-08-27 14:04:24,710 | WARN  | Transport Connection to: tcp://127.0.0.1:53148 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53148@61616
2018-08-27 14:05:23,343 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:DESKTOP-RM27V4P-52083-1535338386440-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2018-08-27 14:05:23,353 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2018-08-27 14:05:23,355 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2018-08-27 14:05:23,358 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2018-08-27 14:05:23,364 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2018-08-27 14:05:23,439 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2018-08-27 14:05:23,521 | INFO  | PListStore:[D:\apache-activemq-5.15.0\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2018-08-27 14:05:23,522 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2018-08-27 14:05:23,524 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2018-08-27 14:05:23,525 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2018-08-27 14:05:23,855 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:DESKTOP-RM27V4P-52083-1535338386440-0:1) uptime 3 hours 12 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2018-08-27 14:05:23,858 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:DESKTOP-RM27V4P-52083-1535338386440-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2018-08-27 14:05:23,861 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@7e55ee2e: startup date [Mon Aug 27 10:53:04 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2018-08-27 14:05:23,892 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2018-08-27 14:17:48,240 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7b36eab3: startup date [Mon Aug 27 14:17:48 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2018-08-27 14:17:48,935 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\apache-activemq-5.15.0\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-08-27 14:17:49,119 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2018-08-27 14:17:49,145 | INFO  | Recovering from the journal @1:74715 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2018-08-27 14:17:49,193 | INFO  | Recovery replayed 1666 operations from the journal in 0.062 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2018-08-27 14:17:49,211 | INFO  | PListStore:[D:\apache-activemq-5.15.0\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2018-08-27 14:17:49,364 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:DESKTOP-RM27V4P-56537-1535350669221-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-08-27 14:17:49,447 | INFO  | Listening for connections at: tcp://DESKTOP-RM27V4P:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-08-27 14:17:49,449 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 14:17:49,453 | INFO  | Listening for connections at: amqp://DESKTOP-RM27V4P:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-08-27 14:17:49,454 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 14:17:49,459 | INFO  | Listening for connections at: stomp://DESKTOP-RM27V4P:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-08-27 14:17:49,461 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 14:17:49,466 | INFO  | Listening for connections at: mqtt://DESKTOP-RM27V4P:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-08-27 14:17:49,468 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-08-27 14:17:49,545 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@accd00d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2018-08-27 14:17:49,588 | INFO  | Listening for connections at ws://DESKTOP-RM27V4P:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2018-08-27 14:17:49,589 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
